Область,Регион,Город,Гор.район,Квартал,Улица,Дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Ул.Громовой,50 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,Ленинский пр-кт,40 д.
14 д.,Самарская обл.,,,г.Тольятти,микро район Комсомольский,Матросова улиц.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.15,Ул.Автостроителей,здание 52Б
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,здание 19
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,13ква-л,Ул.40 лет Победы,110 дом
Самарская обл.,,г.Тольятти,микро район Комсомольский,,Майский проезд,здание 64
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,9 к.,Свердлова ул.,Д.9А
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,улица Вокзальная,СТР. д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 3-й проезд,Д.20
Самарская обл.,,г. Самара,Октябрьский р-н,,улица Ново-Садовая,здание 30
Самарская обл.,Ставропольский р-н,с.Борковка,,,Рябиновая улиц.,здание 40
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Лесной 3-й проезд,39 дом
Самарская обл.,,г. Самара,Октябрьский р-н,,1-я просека,здание 42
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Победы ул.,35 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Октябрьская улиц.,Д.50
Самарская обл.,Ставропольский р-н,с.Борковка,,,Рабочая ул,28А д.
Самарская обл.,Ставропольский р-н,с.Борковка,,,Октябрьская,2Б д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,,Жукова ул.,здание СТР
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,улица Горького,24 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Советская улиц.,89
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Молодежный б-р,4 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ленина б-р,15 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Комсомольская ул.,113 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Ул.Автостроителей,17 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.6,Королева б-р,7 д.
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,50 лет Октября б-р,57 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Ул.Ставропольская,здание 17
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Голосова улиц.,57
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.  5,Ст. Разина пр-кт.,26 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв.1,Ленинский пр-кт,здание 36
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.4,Ул.Юбилейная,5 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,3 КВАР-Л,Ленинский пр-кт,29 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,улица Тополиная,52 д.
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,кв. 16 кв.,Цветной б-р,27 дом
Самарская обл.,,г.Тольятти,Центральный р-н мик.,,Победы ул.,37 дом
Самарская обл.,,г.Тольятти,Автозаводский микрор-н,к.  5,Ст. Разина пр-кт.,здание 24
